item,title,description,img_url,product_url,latitude,longitude,price,delivery,dates,extended_attributes,seller_names,new_row
m2133657073,Polaroid 600 SE Instant Camera + Mamiya 127mm Lens 127,Polaroid 600 se instant camera + mamiya 127mm lens 127 600se fuji instax wide tegenwoordig kan je ze ook gebruiken met een instax ,https://images.marktplaats.com/api/v1/listing-mp-p/images/12/12ece38c-9003-44c1-94a3-89e8bf62ed29?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2133657073,52.340281361353,4.898222512968,495.0,Ophalen of Verzenden,6 jul 24,Ophalen of Verzenden,Journe,False
m2154211595,Mamiya RB67,Mamiya rb 67 set met 90mm 3.8 Body en back een goede staat. De lens moet schoongemaakt worden. Bij de prism finder zit een kleine ,https://images.marktplaats.com/api/v1/listing-mp-p/images/9c/9c52af39-80d4-4b49-9566-1a75a1a521dd?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2154211595,52.529508861829,6.0888944825973,550.0,Ophalen of Verzenden,3 sep 24,Ophalen of Verzenden,LA,False
m2169866747,Vintage Mamiya ZE-X spiegelreflexcamera met 2 lenzen,Te koop: vintage mamiya ze-x spiegelreflexcamera met 2 lenzen. Is uitgerust met de mamiya-sekor ef 1.7 50Mm 49 lens. Ook inbegrepe,https://images.marktplaats.com/api/v1/listing-mp-p/images/79/7999bc20-da7f-4f98-8a54-8dc253065064?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2169866747,50.89208508281,6.0547967923353,0.0,Verzenden,2 okt 24,Verzenden,Bigv.,False
m2136711809,Mamiya 645 (incl. koffer en accesoires),"Werkende mamiya 645 inclusief koffer en accesoires. Aangezien ik zelf niet genoeg heb van fotografie, verwijs ik je graag naar de ",https://images.marktplaats.com/api/v1/listing-mp-p/images/7b/7b1ec89d-976a-4602-aa13-b970bc20598d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2136711809,52.092703543099,5.0942663165778,999.0,Ophalen of Verzenden,14 jul 24,Ophalen of Verzenden,Tom,False
m2180681613,Pentax ME,De pentax me en me super zijn de meest succesvolle 35mm slr's die pentax in productie had. Ze hebben een geweldige automatisch,https://images.marktplaats.com/api/v1/listing-mp-p/images/f7/f70238f2-b924-4420-83ff-fb8babd56b5f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180681613,51.505786400416,5.4861098137793,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Rovertje,False
m2180532657,Pentax MZ-7 incl. 3 lenzen: 28-80 + 80-320 mm + MSCMacro 1.4,Zelden gebruikt. Aangeschaft net voordat de digitale camera’s kwamen.,https://images.marktplaats.com/api/v1/listing-mp-p/images/dc/dc9d3185-27c4-4a77-9117-5c6d2776359b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180532657,51.902156766888,4.4891482561374,210.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,J,False
m2180812431,Pentax Espio 110 pocketcamera (Film/analoog),Topcamera met ingebouwde flits en 38/110 mm zoom objectief.,https://images.marktplaats.com/api/v1/listing-mp-p/images/76/769de9ec-51df-45eb-8f61-0a003f0b4b9d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180812431,52.301221429113,5.1417416446974,0.0,Ophalen,Vandaag,Ophalen,Roel,False
m2180916607,Pentax ME 35 mm K- camera,Pentax me 35 mm camera +  1.7 50 Mm lens  vintage spiegelreflexcamera geweldige vintage pentax me-camera. De camerabody is in prim,https://images.marktplaats.com/api/v1/listing-mp-p/images/66/66c53959-0035-4636-8887-96905f9cf523?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180916607,50.973463421395,5.9322425966207,155.0,Ophalen,Vandaag,Ophalen,Peter hendrix,False
a1025276459,"FOTOHANDEL DELFSHAVEN koopt ook in: oa. Leica, Nikon, Contax",Fotohandel delfshaven is een unieke winkel gespecialiseerd in de betere analoge fotoapparatuur. Wij hebben altijd een enorm aanbod,https://mp.images.icas.io/api/v1/a6519ad0/images/d8/d8d5b40d-bbcf-436b-af6b-b6267fc56641?rule=eps_82.JPG,https://link.marktplaats.nl/a1025276459,52.01310729980469,4.360111236572266,0.0,Ophalen,Vandaag,Ophalen,Fotohandel Delfshaven,False
m2180926603,PENTAX ESPIO 115 analoog FOTOCAMERA,Pentax espio 115 analoog fotocamera,https://images.marktplaats.com/api/v1/listing-mp-p/images/61/61f0ac2e-827e-42c6-aebc-20e9868127ca?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180926603,51.805517208672,4.6620706291371,20.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,HANS SUPER 8 FILM,False
m2180980731,meerdere analoge spiegelreflex camera's,"Meerdere analoge spiegelreflexcamera's beoordeeld door een goede fotograaf, maar geen garantie mogelijk voor cameras van 10 eu",https://images.marktplaats.com/api/v1/listing-mp-p/images/f8/f8bc0692-ef15-470d-84e4-e019b02f99b7?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180980731,52.0384963996,5.5617528749923,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Dorcaswinkel Veenendaal,False
m2180695845,Ricoh KR-30sp SLR + Vivitar 28-105 Macro Focusing Zoom,Deze geweldige jaren 80 camera is voorzien van nieuwe knoopcel en werkt 100%. Omdat deze ricoh gebruikt maakt van de pentax k-bajo,https://images.marktplaats.com/api/v1/listing-mp-p/images/60/607fae95-bb60-4b46-a1b1-8da595f36350?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180695845,52.039134504613,5.3006082196352,45.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Theo,False
m2180592181,Diverse retro fotocamera’s,"Retro fotocamera’s analoog en digitaal. Clack, ilford, pentax, ricoh, konica minolta, samsung, canon. Sommige met accessoires. Bij",https://images.marktplaats.com/api/v1/listing-mp-p/images/f3/f3cc139b-6a4a-45c3-af8a-bed73c8e7cc3?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180592181,51.530256308051,4.2801901507214,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Ingrid,False
m2180834117,2 mooie analoge objectieven - 28 en 50mm Pentax K vatting,Petri mc 28mm f2.8 Incl. Doppen in vrijwel nieuwstaat. Chinon 50mm f1.9 Incl. Doppen. Ook dit objectief heeft nauwelijks gebruikss,https://images.marktplaats.com/api/v1/listing-mp-p/images/91/9195abf8-005f-456c-bd63-91d801fc3c38?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180834117,53.280296466197,5.7008242078504,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Piet Blokland,False
m2180689399,"Pentax P30 slr + SMC Pentax A 1,7/50mm",Deze geweldige jaren 80/90 camera is voorzien van nieuwe knoopcel en werkt 100%. Lens is kras en schimmelvrij. Omdat deze pentax g,https://images.marktplaats.com/api/v1/listing-mp-p/images/22/225760d8-48ee-45d1-9016-1a5096e45fe8?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180689399,52.039134504613,5.3006082196352,95.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Theo,False
a1506753174,Olympus AF-10 Mini (30 dagen garantie),"Bekijk www.shutterisland.store voor betaalbare & unieke analoge camera’s de olympus af-10 mini, het kleine broertje in de af s",https://mp.images.icas.io/api/v1/a6519ad0/images/95/957d2088-4108-42c6-bb2f-a2e34df58a3f?rule=eps_82.JPG,https://link.marktplaats.nl/a1506753174,52.39744186401367,4.852382659912109,119.95,Verzenden,Vandaag,Verzenden,Shutter Island Camera's,False
m2131827698,"Partij analoge camera,s / 554","Partij analoge camera,s 10 stuks in goede staat maar werking is onbekend. Kan per stuk of in 1 keer worden gekocht. De volgende me",https://images.marktplaats.com/api/v1/listing-mp-p/images/5c/5c25de83-5261-4005-b80c-6bf9e02200d0?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2131827698,53.043688335768,5.9643317949385,200.0,Ophalen of Verzenden,1 jul 24,Ophalen of Verzenden,Deco en Zo,False
m2180970523,Pentax Espio 200,"Nette werkende pentax espio met 48-200mm zoomlens. Logo staat niet meer op de voorkant, verder is de camera in nette staat. Flits ",https://images.marktplaats.com/api/v1/listing-mp-p/images/04/043cd82d-bfeb-45f3-a4e5-f357603e9871?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180970523,51.335373836915,5.4013243527417,30.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Boris van Brakel,False
m2176844943,PENTAX Zoom 90,Mooie analoge pentax zoom 90 fotocamera. Pentax 38 - 90 mm. Zoomlens. Autofocus. Macrostand. Diverse instelmogelijkheden. Werkt op,https://images.marktplaats.com/api/v1/listing-mp-p/images/06/060cb0bc-af28-47fe-8bc5-2ee1a717e253?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2176844943,53.145848475546,6.5557279019999,60.0,Ophalen of Verzenden,12 okt 24,Ophalen of Verzenden,Klein,False
m2176622577,Pentax efina /analoge camera,Uit een grote jarenlang gekoesterde verzameling: pentax efina ultra compacte groothoek aps camera origineel tasje puntgaaf,https://images.marktplaats.com/api/v1/listing-mp-p/images/9d/9df00799-5883-49af-97f5-4ea006f7e296?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2176622577,52.738168101971,6.2829047224712,30.0,Ophalen of Verzenden,12 okt 24,Ophalen of Verzenden,Anneke,False
m2178153043,Pentax Espio 738 analoge camera,Pentax espio 738 fotocamera technische gegevens: 38 - 70mm zoomlens autofocus systeem sluitertijden van 1/3s tot 1/320 sec. Lampmo,https://images.marktplaats.com/api/v1/listing-mp-p/images/79/79672202-51c2-4520-ae81-fa333516f097?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178153043,51.837932249561,4.1203871393583,95.0,Ophalen,14 okt 24,Ophalen,keha,False
m2178376915,Pentax ME 50 mm,Sluiter klinkt goed verdere werking onbekend verzendkosten zijn voor de koper en verzenden is op eigen risico,https://images.marktplaats.com/api/v1/listing-mp-p/images/67/67469d13-c317-4359-9cc7-6a74ff531e31?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178376915,52.378442733327,4.6152424669834,0.0,Ophalen of Verzenden,14 okt 24,Ophalen of Verzenden,Liza,False
m2177799437,Pentax zoom 70,"In werkende staat verkerende pentax zoom 70. Alles lijkt te werken behalve de flits ophalen en verzenden mogelijk, verzenden op ei",https://images.marktplaats.com/api/v1/listing-mp-p/images/d2/d2a7b324-b993-4d16-beb2-875d650341ea?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2177799437,52.687042320607,6.1755179902313,0.0,Ophalen of Verzenden,13 okt 24,Ophalen of Verzenden,bastian,False
m2177720905,"Pentax program A camera, 3 lenzen, flits en alle toebehoren","Pentax program a camera, 3 lenzen, flits en alle toebehoren. Zie foto’s.",https://images.marktplaats.com/api/v1/listing-mp-p/images/e8/e8700768-ca22-4c0e-9dfa-b97a1fc8db91?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2177720905,52.82465954598,6.0619240331893,0.0,Ophalen of Verzenden,13 okt 24,Ophalen of Verzenden,van der Velde,False
m2179776221,Pentax P30-camera met Takumar-A-zoom 28-80 mm,"Pentax p30-camera met takumar-a-zoom 28-80 mm f/3,5-4,5 in hele goede staat incl bauer ultrablitz flitser incl accessoires opbergt",https://images.marktplaats.com/api/v1/listing-mp-p/images/ff/ff7778b5-e751-481c-9969-cc32356ab292?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2179776221,52.038010072372,5.0866824243372,35.0,Ophalen of Verzenden,Gisteren,Ophalen of Verzenden,bruno,False
m2178901539,fotocamera Pentax spiegelreflex MG,Fotocamera pentax spiegelreflex mg compleet met 50mm lens. En 80-200 mm telelens,https://images.marktplaats.com/api/v1/listing-mp-p/images/79/792a3ff1-0884-4dd1-aa8a-d19e227f8079?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178901539,52.007446902402,4.7459820727313,45.0,Verzenden,Eergisteren,Verzenden,Bavon Outlet verkoop,False
m2180204367,Pentax P5 met Sigma 28-70 3.5/4.5,Pentax p5 met sigma 28-70 3.5/4.5 Description: the pentax p5/p50 was the second of four p-series cameras; the first was the pentax,https://images.marktplaats.com/api/v1/listing-mp-p/images/9b/9b7b756e-7e0d-4d31-b2e0-ed702676797a?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180204367,52.78679041719,6.1121103274096,50.0,Ophalen of Verzenden,Gisteren,Ophalen of Verzenden,Jaap,False
m2177954597,2 FOTO CAMERA'S,2 fotocamera s pentax +praktica prijs: 25 €,https://images.marktplaats.com/api/v1/listing-mp-p/images/37/37fdde75-6bc1-44ac-a5cb-ec71e6a74e93?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2177954597,52.452378896912,4.5959268771618,25.0,Ophalen of Verzenden,14 okt 24,Ophalen of Verzenden,DICK,False
m2177832523,Fotocamera Pentax MZ-50 met Pentax lens 28-80,"Fotocamera pentax mz-50 1 x pentax lens 28-80 bieden bekijk alle advertenties reactie via marktplaats verzenden op kosten 7,95 eur",https://images.marktplaats.com/api/v1/listing-mp-p/images/6e/6e66eba6-bcd9-46b3-913b-c5228ef699e5?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2177832523,52.069495013234,4.5159622640665,0.0,Ophalen,13 okt 24,Ophalen,@ Sab @,False
m2140071699,"Cosina CT-1A met externe flitser, draagtas en macrolens",Cosina ct-1a camera met bijbehoren,https://images.marktplaats.com/api/v1/listing-mp-p/images/43/4300830a-5518-4113-b5c2-9caa273439da?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2140071699,51.875945915228,5.2405501913554,175.0,Ophalen of Verzenden,25 jul 24,Ophalen of Verzenden,VM,False
m2174992391,Pentax espio115m  analoog camera,Pentax espio 115m camera. Deze heb ik overgenomen van mijn opa. Ik heb geen idee of hij nog werkt want er zit geen batterij in en ,https://images.marktplaats.com/api/v1/listing-mp-p/images/cb/cb0a09f7-e4df-4631-93c7-5f49ce4a5b65?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2174992391,51.464886381889,5.4989508327313,42.0,Ophalen of Verzenden,9 okt 24,Ophalen of Verzenden,Femke,False
m2177572389,Pentax Program A camera met extra lens/accessoires,"Werkende camera pentax program a (spiegelreflex) inclusief zonnekappen, extra lens in beschermkoker, draagband, statiefje, hoes en",https://images.marktplaats.com/api/v1/listing-mp-p/images/17/1765e7ac-3661-430e-91a7-ac62a635466a?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2177572389,51.619550607784,4.7272223674304,45.0,Ophalen of Verzenden,13 okt 24,Ophalen of Verzenden,Heuvelberg,False
m2177381503,Pentax P30 body 35mm film spiegelreflex + batterijen,"Zo lang de advertentie hier staat is het product te koop neem foto's op 35mm film in de herfst van familie, vrienden of pittor",https://images.marktplaats.com/api/v1/listing-mp-p/images/15/1507dc07-f0b1-4701-8a64-e5c7d9c9609b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2177381503,51.694776886936,3.7425852477311,100.0,Ophalen of Verzenden,13 okt 24,Ophalen of Verzenden,woke LGBTQIA+ propagandist,False
m2178144141,Pentax P30-camera met Takumar-A-zoom 28-80 mm,"Pentax p30-camera met takumar-a-zoom 28-80 mm f/3,5-4,5 in hele goede staat incl bauer ultrablitz flitser incl accessoires opbergt",https://images.marktplaats.com/api/v1/listing-mp-p/images/40/402ae3b5-d990-4e5e-9f77-65112fc73a1f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178144141,52.038010072372,5.0866824243372,35.0,Ophalen of Verzenden,14 okt 24,Ophalen of Verzenden,bruno,False
m2176658577,"Analoge camera, Pentax Espio 160",Uit een grote dierbare verzameling: pentax espio 160 smc pentax zoomlens 38 mm-160 mm compacte analoge point and shoot camera,https://images.marktplaats.com/api/v1/listing-mp-p/images/b9/b99f3b32-e579-46f1-8307-4b99508462e3?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2176658577,52.738168101971,6.2829047224712,50.0,Ophalen of Verzenden,12 okt 24,Ophalen of Verzenden,Anneke,False
m2176742603,Pentax Espio 60S - analoge camera,Helemaal puntgaaf. Functioneren is gecontroleerd. Werkend te bezichtigen in arnhem of gent (be). Inclusief originele draagtas. Stu,https://images.marktplaats.com/api/v1/listing-mp-p/images/d1/d1f125ca-8121-4aa3-b3be-552dc2071393?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2176742603,51.979864223376,5.9047923563597,55.0,Ophalen of Verzenden,12 okt 24,Ophalen of Verzenden,G.H.,False
m2156867773,Vivitar lens en Tamron analoog,"1 vivitar telezoomlen 4,5-76mm-206 mm 1 tamron 2,8-28 mm lens oude nikon vatting beiden lenzen voor €30,00 excl, verzendkoste",https://images.marktplaats.com/api/v1/listing-mp-p/images/fa/fa7e7842-e34d-4904-8b88-d43ade10d05d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2156867773,51.938198290688,4.5948245068943,30.0,Ophalen of Verzenden,11 sep 24,Ophalen of Verzenden,heca,False
m2178812671,"Pentax P30-camera met Takumar-A-zoom 28-80 mm F/3,5-4,5","Pentax p30-camera met takumar-a-zoom 28-80 mm f/3,5-4,5 in hele goede staat incl bauer ultrablitz flitser incl accessoires opbergt",https://images.marktplaats.com/api/v1/listing-mp-p/images/67/67450376-ee15-4e24-b5da-bd6257c219f5?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178812671,52.038010072372,5.0866824243372,35.0,Ophalen of Verzenden,Eergisteren,Ophalen of Verzenden,bruno,False
m2179883647,Pentax spiegelreflex camera met lenz,Pentax spiegelreflex camera met lenz de camera is helaas defect bij de batterijen klap voor onderdelen en is compleet zie foto 3 e,https://images.marktplaats.com/api/v1/listing-mp-p/images/79/7991be4e-11df-40c0-a00c-7d6ae7e8eb66?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2179883647,51.862382024921,5.8665440018631,25.0,Ophalen of Verzenden,Gisteren,Ophalen of Verzenden,Martina,False
m2180386421,Pentax spiegelreflex camera analoog zoals op de foto,Pentax spiegelreflex camera compleet in koffer analoog met flitser en diverse lenzen in goede staat werkt zoals het hoort verzendk,https://images.marktplaats.com/api/v1/listing-mp-p/images/3e/3ede84a6-74fb-49c2-ad82-d5614d0d05d2?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180386421,51.568990994705,5.0683707921102,75.0,Ophalen of Verzenden,Gisteren,Ophalen of Verzenden,wva,False
m2177648601,Pentax MZ-5 Camera analoog,Pentax mz-5 analoge camera. Incl. Extra lens. In nette conditie.,https://images.marktplaats.com/api/v1/listing-mp-p/images/42/421ad663-187a-4269-9537-120e3ede8198?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2177648601,52.143103747265,5.4269244023043,70.0,Ophalen of Verzenden,13 okt 24,Ophalen of Verzenden,Martha,False
m2175819733,Pentax 67 Set,Hierbij bied ik mijn pentax 67 te koop aan. Betreft een zeer complete set met daarin: - pentax 67 body (met bodydop) - pentax 67 l,https://images.marktplaats.com/api/v1/listing-mp-p/images/ef/ef195a5a-886f-494f-babe-4968614da1ea?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2175819733,51.818477928539,4.6891592546117,0.0,Ophalen,11 okt 24,Ophalen,M. Duijs,False
m2174819467,Te koop een analoog spiegelreflexcamera Pentax SF7,Nog een goede nette werkende analoog spiegelreflexcamera. Merk is een pentax sf7 diverse lenzen en een flitser. Ook zitten er dive,https://images.marktplaats.com/api/v1/listing-mp-p/images/ce/ce70f99d-3239-4bef-9714-324c8b53087c?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2174819467,52.402488187727,5.2749095868563,100.0,Ophalen of Verzenden,9 okt 24,Ophalen of Verzenden,wouter,False
m2180544161,Set camera's  lenzen  etc. Etc.,Set camera's lenzen etc. Etc. Canon ae-1 canon top twin kodak mini instamatic s30,https://images.marktplaats.com/api/v1/listing-mp-p/images/1e/1ed3bb9f-ca6f-4f3c-b2cc-b37910fffd70?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180544161,52.340519961121,5.1969532646277,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,huub,False
m2174040081,"Pentax PC-50 autofocus 24x26mm camera, doos, tasje, papieren","Het opruimen van mijn bescheiden analoge camera verzameling gaat door, ik bied aan een als nieuwe pentax pc-50 kleinbeeld camera m",https://images.marktplaats.com/api/v1/listing-mp-p/images/78/7818386f-f4ef-4867-802f-ce593fe6de40?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2174040081,51.760540359091,5.7845767347107,15.0,Ophalen,8 okt 24,Ophalen,Bagheera,False
m2178330839,Pentax espio 70,Ik heb deze getest met batterij en deze werkt met flits ik woon en verzend vanuit belgië,https://images.marktplaats.com/api/v1/listing-mp-p/images/98/986a5d1a-9c6f-4abd-8793-7d50a8287c9d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178330839,51.447700297282,4.929436502791,30.0,Ophalen of Verzenden,14 okt 24,Ophalen of Verzenden,yanvan,False
m2177377635,pentax efina T met zoomlens en hier hoort een fimrolletje in,Pentax efina t met zoomlens en hier hoort een fimrolletje in en is dus wel degelijk een analoge camera,https://images.marktplaats.com/api/v1/listing-mp-p/images/52/52f170f1-7048-4a19-ad75-f045b7d26ecf?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2177377635,52.504771232079,5.4858205399703,35.0,Ophalen of Verzenden,13 okt 24,Ophalen of Verzenden,henk.hilbrands,False
m2179349347,Asai Pentax ME Super,Deze mooie oude camera werkt nog helemaal goed. Alle accesoires zoals een flitser en nog een extra groothoeklens krijg je er bij. ,https://images.marktplaats.com/api/v1/listing-mp-p/images/c3/c3b36226-86fa-4270-9381-d2456c348f73?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2179349347,51.442323733333,5.4578823415755,0.0,Ophalen of Verzenden,Eergisteren,Ophalen of Verzenden,Will,False
